,date,meant
7397,19210628,27.4
7398,19210728,29.1
7399,19210828,27.6
7400,19210928,27.4
7401,19211028,23.3
7402,19211128,17.1
7403,19211228,20
7404,19210129,20.2
7405,19210229,14.3
7406,19210329,22
7407,19210429,22.3
7408,19210529,23.7
7409,19210629,27.5
7410,19210729,29.1
7411,19210829,28.9
7412,19210929,27.2
7413,19211029,24.2
7414,19211129,15.8
7415,19211229,19.2
7416,19210130,18.4
7417,19210230,-999
7418,19210330,23.3
7419,19210430,23.4
7420,19210530,23.8
7421,19210630,26.9
7422,19210730,27.2
7423,19210830,28.5
7424,19210930,27.8
7425,19211030,24.3
7426,19211130,17.6
7427,19211230,18.8
7428,19210131,19.6
7429,19210231,-999
7430,19210331,24.1
7431,19210431,-999
7432,19210531,24.7
7433,19210631,-999
7434,19210731,25.7
7435,19210831,28.2
7436,19210931,-999
7437,19211031,22.5
7438,19211131,-999
7439,19211231,15.3
7440,19220101,18.4
7441,19220201,17.3
7442,19220301,22.7
7443,19220401,19
7444,19220501,25.7
7445,19220601,24.4
7446,19220701,25.5
7447,19220801,29
7448,19220901,28.3
7449,19221001,25.4
7450,19221101,21.7
7451,19221201,18.9
7452,19220102,12.9
7453,19220202,13.2
7454,19220302,18.6
7455,19220402,20.5
7456,19220502,26.6
7457,19220602,24.8
7458,19220702,25.5
7459,19220802,28.9
7460,19220902,26.3
7461,19221002,24.9
7462,19221102,22.2
7463,19221202,18.7
7464,19220103,8
7465,19220203,9.1
7466,19220303,9.4
7467,19220403,22.4
7468,19220503,26.7
7469,19220603,24.4
7470,19220703,26.5
7471,19220803,28.8
7472,19220903,25.3
7473,19221003,24.4
7474,19221103,22.8
7475,19221203,17.1
7476,19220104,6.7
7477,19220204,9.1
7478,19220304,9.5
7479,19220404,20.6
7480,19220504,27.4
7481,19220604,25.5
7482,19220704,28.3
7483,19220804,29.1
7484,19220904,25.8
7485,19221004,24.2
7486,19221104,23.2
7487,19221204,18.1
7488,19220105,8
7489,19220205,10.2
7490,19220305,13.3
7491,19220405,20.7
7492,19220505,23
7493,19220605,25.7
7494,19220705,27.9
7495,19220805,30.1
7496,19220905,25
7497,19221005,23.9
7498,19221105,21.9
7499,19221205,18.6
7500,19220106,9.9
7501,19220206,11.7
7502,19220306,14.4
7503,19220406,20.7
7504,19220506,23.7
7505,19220606,26.7
7506,19220706,26.4
7507,19220806,29.7
7508,19220906,26.9
7509,19221006,24
7510,19221106,20.7
7511,19221206,17.9
7512,19220107,10.8
7513,19220207,12.8
7514,19220307,15.4
7515,19220407,21
7516,19220507,23.2
7517,19220607,28.3
7518,19220707,27.7
7519,19220807,29.8
7520,19220907,26.3
7521,19221007,24.6
7522,19221107,20.8
7523,19221207,17.9
7524,19220108,10.3
7525,19220208,14.2
7526,19220308,17
7527,19220408,16.6
7528,19220508,23.4
7529,19220608,28.2
7530,19220708,28.8
7531,19220808,25.7
7532,19220908,25.6
7533,19221008,25.4
7534,19221108,21.8
7535,19221208,16.9
7536,19220109,10
7537,19220209,15.4
7538,19220309,18.4
7539,19220409,17.9
7540,19220509,24.6
7541,19220609,25.9
7542,19220709,28.8
7543,19220809,27.7
7544,19220909,27.5
7545,19221009,25.8
7546,19221109,19.4
7547,19221209,15.9
7548,19220110,12.8
7549,19220210,16.5
7550,19220310,17.7
7551,19220410,20.3
7552,19220510,25
7553,19220610,28.2
7554,19220710,29
7555,19220810,27.7
7556,19220910,27.6
7557,19221010,25.6
7558,19221110,19.9
7559,19221210,16.2
7560,19220111,14.5
7561,19220211,14.2
7562,19220311,18
7563,19220411,20.7
7564,19220511,27.2
7565,19220611,28.7
7566,19220711,28.7
7567,19220811,28.8
7568,19220911,28.3
7569,19221011,25.4
7570,19221111,20.9
7571,19221211,17.1
7572,19220112,14.6
7573,19220212,14.6
7574,19220312,16
7575,19220412,21.6
7576,19220512,27.6
7577,19220612,28.4
7578,19220712,28.7
7579,19220812,29.6
7580,19220912,28.6
7581,19221012,24.7
7582,19221112,21
7583,19221212,17.9
7584,19220113,14.1
7585,19220213,15.8
7586,19220313,15.6
7587,19220413,22.9
7588,19220513,27.6
7589,19220613,28.7
7590,19220713,28.8
7591,19220813,29.8
7592,19220913,28.3
7593,19221013,25
7594,19221113,19.9
7595,19221213,18
7596,19220114,9.5
7597,19220214,18.4
7598,19220314,17.8
7599,19220414,23.4
7600,19220514,25
7601,19220614,28.8
7602,19220714,28.6
7603,19220814,29.4
7604,19220914,28
7605,19221014,25
7606,19221114,20.9
7607,19221214,19.8
7608,19220115,9
7609,19220215,17.1
7610,19220315,18
7611,19220415,24.4
7612,19220515,24.2
7613,19220615,29.1
7614,19220715,29.2
7615,19220815,28.8
7616,19220915,28.2
7617,19221015,25.3
7618,19221115,20.1
7619,19221215,20.2
7620,19220116,12.3
7621,19220216,15.1
7622,19220316,19.7
7623,19220416,24.4
7624,19220516,26.2
7625,19220616,27.8
7626,19220716,29.5
7627,19220816,29.5
7628,19220916,27.5
7629,19221016,25.4
7630,19221116,21
7631,19221216,19.6
7632,19220117,15.1
7633,19220217,15.5
7634,19220317,20.4
7635,19220417,21.3
7636,19220517,24.7
7637,19220617,28
7638,19220717,28.3
7639,19220817,28.7
7640,19220917,28.3
7641,19221017,26.6
7642,19221117,19
7643,19221217,21
7644,19220118,15.7
7645,19220218,14.1
7646,19220318,20.7
7647,19220418,17.8
7648,19220518,23.7
7649,19220618,27.2
7650,19220718,27.3
7651,19220818,29.6
7652,19220918,29
7653,19221018,27.4
7654,19221118,18.3
7655,19221218,19.5
7656,19220119,14.7
7657,19220219,15.6
7658,19220319,21.3
7659,19220419,19.7
7660,19220519,25.2
7661,19220619,27.4
7662,19220719,29.3
7663,19220819,29.6
7664,19220919,28.7
7665,19221019,27.2
7666,19221119,19.4
7667,19221219,17.3
7668,19220120,14.2
7669,19220220,16.9
7670,19220320,22.6
7671,19220420,21
7672,19220520,25.3
7673,19220620,26.5
7674,19220720,29.6
7675,19220820,29.9
7676,19220920,28.3
7677,19221020,26.1
7678,19221120,21.7
7679,19221220,16.8
7680,19220121,15.2
7681,19220221,15.2
7682,19220321,23.6
7683,19220421,23.3
7684,19220521,26.3
7685,19220621,29
7686,19220721,28.7
7687,19220821,29.3
7688,19220921,27.8
7689,19221021,26.7
7690,19221121,23.6
7691,19221221,17.6
7692,19220122,13.9
7693,19220222,16.2
7694,19220322,24
7695,19220422,23.9
7696,19220522,26.8
7697,19220622,28.8
7698,19220722,29.8
7699,19220822,29.9
7700,19220922,27.5
7701,19221022,26.2
7702,19221122,18.9
7703,19221222,14.5
7704,19220123,15.2
7705,19220223,17.9
7706,19220323,22.8
7707,19220423,25.5
7708,19220523,27
7709,19220623,29.3
7710,19220723,28.9
7711,19220823,29.8
7712,19220923,24.7
7713,19221023,26.1
7714,19221123,18.5
7715,19221223,14.1
7716,19220124,17.1
7717,19220224,17.6
7718,19220324,22.6
7719,19220424,24.9
7720,19220524,24.6
7721,19220624,29.4
7722,19220724,26.6
7723,19220824,27.1
7724,19220924,23.4
7725,19221024,24
7726,19221124,17.8
7727,19221224,14.4
7728,19220125,17.8
7729,19220225,18.4
7730,19220325,16.7
7731,19220425,25.9
7732,19220525,24.5
7733,19220625,29.2
7734,19220725,26.9
7735,19220825,27.4
7736,19220925,24.3
7737,19221025,22.3
7738,19221125,16.8
7739,19221225,14.7
7740,19220126,20.2
7741,19220226,19.2
7742,19220326,11.9
7743,19220426,25.7
7744,19220526,25.5
7745,19220626,28.5
7746,19220726,28.6
7747,19220826,25.6
7748,19220926,25
7749,19221026,22.7
7750,19221126,16.4
7751,19221226,14.5
7752,19220127,18.6
7753,19220227,20.6
7754,19220327,10.1
7755,19220427,25.4
7756,19220527,24.5
7757,19220627,28.1
7758,19220727,28.9
7759,19220827,26.9
7760,19220927,25.4
7761,19221027,22.9
7762,19221127,17
7763,19221227,17.2
7764,19220128,18.6
7765,19220228,21.2
7766,19220328,11.8
7767,19220428,24.2
7768,19220528,22.9
7769,19220628,28.6
7770,19220728,28.5
7771,19220828,28.1
7772,19220928,26.5
7773,19221028,24.1
7774,19221128,17.7
7775,19221228,19.2
7776,19220129,12.4
7777,19220229,-999
7778,19220329,12.7
7779,19220429,23.9
7780,19220529,24.3
7781,19220629,28.5
7782,19220729,28.4
7783,19220829,27.7
7784,19220929,26
7785,19221029,23.3
7786,19221129,19.8
7787,19221229,17.2
7788,19220130,12.5
7789,19220230,-999
7790,19220330,13.8
7791,19220430,25.3
7792,19220530,25.6
7793,19220630,27.1
7794,19220730,29
7795,19220830,25.7
7796,19220930,25.4
7797,19221030,23.1
7798,19221130,19.5
7799,19221230,17.1
7800,19220131,16.7
7801,19220231,-999
7802,19220331,16.7
7803,19220431,-999
7804,19220531,25.8
7805,19220631,-999
7806,19220731,28.7
7807,19220831,27.3
7808,19220931,-999
7809,19221031,21.4
7810,19221131,-999
7811,19221231,19
7812,19230101,18.4
7813,19230201,12.4
7814,19230301,11.5
7815,19230401,19.6
7816,19230501,26.9
7817,19230601,24.4
7818,19230701,29.5
7819,19230801,29.4
7820,19230901,25.8
7821,19231001,21.4
7822,19231101,21
7823,19231201,18.6
7824,19230102,16
7825,19230202,10.5
7826,19230302,12.3
7827,19230402,22.9
7828,19230502,26
7829,19230602,27
7830,19230702,30
7831,19230802,29.3
7832,19230902,26.9
7833,19231002,23.1
7834,19231102,20.3
7835,19231202,17.9
7836,19230103,17.2
7837,19230203,11.1
7838,19230303,17.4
7839,19230403,24.3
7840,19230503,26.2
7841,19230603,27.8
7842,19230703,29.8
7843,19230803,27
7844,19230903,26.2
7845,19231003,22.9
7846,19231103,21.8
7847,19231203,19
7848,19230104,16.3
7849,19230204,14
7850,19230304,19.7
7851,19230404,24.3
7852,19230504,25.1
7853,19230604,28.9
7854,19230704,29.9
7855,19230804,26.9
7856,19230904,25.4
7857,19231004,23.7
7858,19231104,22.9
7859,19231204,16.2
7860,19230105,16.8
7861,19230205,16
7862,19230305,20.1
7863,19230405,22.1
7864,19230505,25.8
7865,19230605,28
7866,19230705,29.8
7867,19230805,27.8
7868,19230905,25.8
7869,19231005,25
7870,19231105,23
7871,19231205,10.9
7872,19230106,15.6
7873,19230206,16.2
7874,19230306,19.3
7875,19230406,19.4
7876,19230506,25.6
7877,19230606,25.6
7878,19230706,28.2
7879,19230806,28.1
7880,19230906,28.2
7881,19231006,24.8
7882,19231106,24.1
7883,19231206,8.8
7884,19230107,16.2
7885,19230207,18.6
7886,19230307,15.7
7887,19230407,19.1
7888,19230507,28.2
7889,19230607,26.5
7890,19230707,29.9
7891,19230807,29.4
7892,19230907,28.9
7893,19231007,24.8
7894,19231107,24.2
7895,19231207,10.8
7896,19230108,17.5
7897,19230208,18.4
7898,19230308,14.2
7899,19230408,21.3
7900,19230508,27.4
7901,19230608,28
7902,19230708,28.5
7903,19230808,29.7
7904,19230908,29.4
7905,19231008,26.3
7906,19231108,24.4
7907,19231208,11.5
7908,19230109,19.3
7909,19230209,18
7910,19230309,16.8
7911,19230409,19.8
7912,19230509,26.7
7913,19230609,29
7914,19230709,27.8
7915,19230809,30.1
7916,19230909,29.6
7917,19231009,26.6
7918,19231109,19
7919,19231209,13.4
7920,19230110,15.6
7921,19230210,18.8
7922,19230310,17.8
7923,19230410,21.2
7924,19230510,25.2
7925,19230610,28.7
7926,19230710,26.8
7927,19230810,29.5
7928,19230910,28.6
7929,19231010,20.5
7930,19231110,15.2
7931,19231210,15.7
7932,19230111,17.2
7933,19230211,19.7
7934,19230311,18.9
7935,19230411,21.7
7936,19230511,25.9
7937,19230611,27.3
7938,19230711,28.4
7939,19230811,29.8
7940,19230911,28.4
7941,19231011,21.4
7942,19231111,18.7
7943,19231211,16.4
7944,19230112,18.5
7945,19230212,17.3
7946,19230312,19.1
7947,19230412,22
7948,19230512,25.4
7949,19230612,27.9
7950,19230712,26.3
7951,19230812,29.5
7952,19230912,28.6
7953,19231012,23.3
7954,19231112,20.8
7955,19231212,16.7
7956,19230113,18.5
7957,19230213,17.6
7958,19230313,21.5
7959,19230413,22.8
7960,19230513,24.9
7961,19230613,28.7
7962,19230713,25.3
7963,19230813,29.6
7964,19230913,28.2
7965,19231013,24.9
7966,19231113,21.5
7967,19231213,18.5
7968,19230114,20.1
7969,19230214,18.2
7970,19230314,19.2
7971,19230414,22.5
7972,19230514,25.9
7973,19230614,27.6
7974,19230714,26.3
7975,19230814,30.2
7976,19230914,28.7
7977,19231014,25.8
7978,19231114,22.2
7979,19231214,18.5
7980,19230115,18.6
7981,19230215,16.6
7982,19230315,20.7
7983,19230415,21.1
7984,19230515,27.9
7985,19230615,28.2
7986,19230715,26.7
7987,19230815,29
7988,19230915,27.8
7989,19231015,25.2
7990,19231115,23
7991,19231215,19.2
7992,19230116,17.8
7993,19230216,16.1
7994,19230316,21.9
7995,19230416,19.9
7996,19230516,24.5
7997,19230616,28.6
7998,19230716,28.6
7999,19230816,28.6
8000,19230916,28.2
8001,19231016,26.3
8002,19231116,20.4
8003,19231216,15.3
8004,19230117,12
8005,19230217,16.2
8006,19230317,21.2
8007,19230417,21.7
8008,19230517,25.1
8009,19230617,28.4
8010,19230717,29.1
8011,19230817,27.5
8012,19230917,28.8
8013,19231017,26.3
8014,19231117,18.2
8015,19231217,12.4
8016,19230118,8.4
8017,19230218,16
8018,19230318,19.6
8019,19230418,22.6
8020,19230518,25.9
8021,19230618,28.5
8022,19230718,28.4
8023,19230818,28.6
8024,19230918,29
8025,19231018,26.8
8026,19231118,19.1
8027,19231218,11.5
8028,19230119,8.3
8029,19230219,14.2
8030,19230319,20.5
8031,19230419,23
8032,19230519,28
8033,19230619,28.2
8034,19230719,29.7
8035,19230819,28.4
8036,19230919,24.8
8037,19231019,25.4
8038,19231119,19.4
8039,19231219,11.5
8040,19230120,7.4
8041,19230220,14.6
8042,19230320,21
8043,19230420,24.1
8044,19230520,28.6
8045,19230620,25
8046,19230720,29.2
8047,19230820,29.9
8048,19230920,22.9
8049,19231020,23.9
8050,19231120,20
8051,19231220,13.8
8052,19230121,9
8053,19230221,16.6
8054,19230321,18.3
8055,19230421,25.3
8056,19230521,28.5
8057,19230621,25.3
8058,19230721,28.5
8059,19230821,27.8
8060,19230921,24.8
8061,19231021,21.3
8062,19231121,19.6
8063,19231221,13.4
8064,19230122,10.7
8065,19230222,18.9
8066,19230322,18.3
8067,19230422,25.8
8068,19230522,25
8069,19230622,27.7
8070,19230722,29
8071,19230822,27.8
8072,19230922,24.7
8073,19231022,22.6
8074,19231122,18.5
8075,19231222,13.9
8076,19230123,16.3
8077,19230223,18.8
8078,19230323,18.3
8079,19230423,22.4
8080,19230523,25.4
8081,19230623,29.2
8082,19230723,28.1
8083,19230823,26.6
8084,19230923,25.9
8085,19231023,24.6
8086,19231123,18.2
8087,19231223,16.1
8088,19230124,15
8089,19230224,20.5
8090,19230324,13.8
8091,19230424,23.9
8092,19230524,26.5
8093,19230624,30
8094,19230724,29.7
8095,19230824,27.4
8096,19230924,26.7
8097,19231024,25.4
8098,19231124,17.2
8099,19231224,14.5
8100,19230125,15.8
8101,19230225,19.8
8102,19230325,13.2
8103,19230425,21.1
8104,19230525,26.5
8105,19230625,28.4
8106,19230725,29.9
8107,19230825,27.3
8108,19230925,26.5
8109,19231025,24.5
8110,19231125,16.1
8111,19231225,15.3
8112,19230126,15.2
8113,19230226,16.3
8114,19230326,15
8115,19230426,18.7
8116,19230526,25.4
8117,19230626,28.2
8118,19230726,28.8
8119,19230826,28
8120,19230926,27.2
8121,19231026,23.9
8122,19231126,9.1
8123,19231226,16.2
8124,19230127,13.6
8125,19230227,10
8126,19230327,17.3
8127,19230427,19.4
8128,19230527,27.5
8129,19230627,29
8130,19230727,28.8
8131,19230827,27.1
8132,19230927,27.4
8133,19231027,24.6
8134,19231127,10.3
8135,19231227,17
8136,19230128,15.6
8137,19230228,10.9
8138,19230328,19.9
8139,19230428,22.3
8140,19230528,28.3
8141,19230628,29
8142,19230728,27.3
8143,19230828,28.1
8144,19230928,28.3
8145,19231028,24.5
8146,19231128,14.2
8147,19231228,17.6
8148,19230129,13.7
8149,19230229,-999
8150,19230329,18.6
8151,19230429,25.2
8152,19230529,28.5
8153,19230629,28.9
8154,19230729,26.9
8155,19230829,27.3
8156,19230929,26.7
8157,19231029,24.9
8158,19231129,16.8
8159,19231229,15.1
8160,19230130,10.6
8161,19230230,-999
8162,19230330,19.9
8163,19230430,26.8
8164,19230530,26.2
8165,19230630,29
8166,19230730,28
8167,19230830,26.5
8168,19230930,22.7
8169,19231030,24.5
8170,19231130,17.8
8171,19231230,15.9
8172,19230131,11.4
8173,19230231,-999
8174,19230331,16.8
8175,19230431,-999
8176,19230531,22.3
8177,19230631,-999
8178,19230731,29.4
8179,19230831,26.8
8180,19230931,-999
8181,19231031,23.9
8182,19231131,-999
8183,19231231,17.3
8184,19240101,17
8185,19240201,12.3
8186,19240301,15.4
8187,19240401,22.6
8188,19240501,23.3
8189,19240601,25
8190,19240701,27.2
8191,19240801,26.9
8192,19240901,28.4
8193,19241001,25.5
8194,19241101,24.7
8195,19241201,19.2
8196,19240102,12.9
8197,19240202,10.7
8198,19240302,17.3
8199,19240402,23.6
8200,19240502,21.5
8201,19240602,24.9
8202,19240702,26
8203,19240802,27.1
8204,19240902,28.7
8205,19241002,26.3
8206,19241102,21.6
8207,19241202,20.2
8208,19240103,10.1
8209,19240203,13.1
8210,19240303,19.3
8211,19240403,22.9
8212,19240503,22
8213,19240603,23.2
8214,19240703,26.8
8215,19240803,29.5
8216,19240903,28.9
8217,19241003,24.4
8218,19241103,21
8219,19241203,16.2
8220,19240104,10
8221,19240204,15.2
8222,19240304,17.4
8223,19240404,24.5
8224,19240504,21.9
8225,19240604,22.2
8226,19240704,27.6
8227,19240804,29.2
8228,19240904,28.4
8229,19241004,24.6
8230,19241104,21.6
8231,19241204,15.6
8232,19240105,12.2
8233,19240205,16.3
8234,19240305,18.7
8235,19240405,22.5
8236,19240505,23.7
8237,19240605,25.7
8238,19240705,28.4
8239,19240805,25.9
8240,19240905,29.5
8241,19241005,25.9
8242,19241105,22.2
8243,19241205,18.3
8244,19240106,14.3
8245,19240206,11.1
8246,19240306,17.4
8247,19240406,20.6
8248,19240506,23
8249,19240606,25.9
8250,19240706,28.4
8251,19240806,25.9
8252,19240906,29.3
8253,19241006,25.9
8254,19241106,23.2
8255,19241206,19.3
8256,19240107,15.5
8257,19240207,10.5
8258,19240307,19.8
8259,19240407,20.6
8260,19240507,23.6
8261,19240607,26.5
8262,19240707,28.6
8263,19240807,28.2
8264,19240907,29.3
8265,19241007,25
8266,19241107,22
8267,19241207,19
8268,19240108,18.6
8269,19240208,11.1
8270,19240308,20.5
8271,19240408,23.2
8272,19240508,24.9
8273,19240608,26.6
8274,19240708,28.8
8275,19240808,29.1
8276,19240908,26.1
8277,19241008,24.9
8278,19241108,21.2
8279,19241208,20.6
8280,19240109,18.2
8281,19240209,13.6
8282,19240309,18.1
8283,19240409,23.1
8284,19240509,25.3
8285,19240609,27.3
8286,19240709,28.6
8287,19240809,30.4
8288,19240909,27.3
8289,19241009,23.8
8290,19241109,22.4
8291,19241209,17.7
8292,19240110,16.2
8293,19240210,15.1
8294,19240310,19.6
8295,19240410,24.5
8296,19240510,26.7
8297,19240610,27.1
8298,19240710,29.1
8299,19240810,28.5
8300,19240910,26.3
8301,19241010,22.4
8302,19241110,22.9
8303,19241210,14.3
8304,19240111,16.3
8305,19240211,15.4
8306,19240311,21.3
8307,19240411,25.1
8308,19240511,25
8309,19240611,27.4
8310,19240711,29.4
8311,19240811,27.4
8312,19240911,25.9
8313,19241011,22.5
8314,19241111,23
8315,19241211,15.1
8316,19240112,17.6
8317,19240212,18
8318,19240312,21.7
8319,19240412,23.1
8320,19240512,25
8321,19240612,25.9
8322,19240712,29.5
8323,19240812,28.5
8324,19240912,26.3
8325,19241012,22.7
8326,19241112,19.8
8327,19241212,17.9
8328,19240113,18.1
8329,19240213,20.5
8330,19240313,17
8331,19240413,19.9
8332,19240513,26.3
8333,19240613,25.5
8334,19240713,29.1
8335,19240813,28.1
8336,19240913,27.8
8337,19241013,23.6
8338,19241113,20.2
8339,19241213,19.1
8340,19240114,17.6
8341,19240214,21.2
8342,19240314,17.9
8343,19240414,20.3
8344,19240514,27
8345,19240614,25.3
8346,19240714,29.5
8347,19240814,27.3
8348,19240914,28
8349,19241014,21.9
8350,19241114,21.3
8351,19241214,17.1
8352,19240115,19.3
8353,19240215,21.6
8354,19240315,18
8355,19240415,21.6
8356,19240515,27.4
8357,19240615,27.1
8358,19240715,29.2
8359,19240815,26.9
8360,19240915,28.1
8361,19241015,21.2
8362,19241115,22.8
8363,19241215,16.9
8364,19240116,14.4
8365,19240216,18.9
8366,19240316,18.7
8367,19240416,24.1
8368,19240516,25.1
8369,19240616,28.2
8370,19240716,29.7
8371,19240816,26.7
8372,19240916,28.3
8373,19241016,22.9
8374,19241116,23.4
8375,19241216,13.5
8376,19240117,13.3
8377,19240217,16.4
8378,19240317,19.4
8379,19240417,20.6
8380,19240517,24
8381,19240617,28.8
8382,19240717,29.6
8383,19240817,28.7
8384,19240917,27.4
8385,19241017,24
8386,19241117,22.8
8387,19241217,13.5
8388,19240118,13.3
8389,19240218,18.7
8390,19240318,17.8
8391,19240418,24.7
8392,19240518,24.9
8393,19240618,29
8394,19240718,29.4
8395,19240818,25.8
8396,19240918,27.9
8397,19241018,24.1
8398,19241118,22.6
8399,19241218,15.7
8400,19240119,15.6
8401,19240219,19.5
8402,19240319,16.1
8403,19240419,19.4
8404,19240519,26.9
8405,19240619,29.2
8406,19240719,29.5
8407,19240819,26
8408,19240919,27.2
8409,19241019,24.4
8410,19241119,22.7
8411,19241219,16.6
8412,19240120,17
8413,19240220,15.3
8414,19240320,14.2
8415,19240420,17.5
8416,19240520,27.8
8417,19240620,28.9
8418,19240720,29
8419,19240820,27.7
8420,19240920,27.8
8421,19241020,25.4
8422,19241120,20.1
8423,19241220,19.3
8424,19240121,19.7
8425,19240221,14.4
8426,19240321,15.7
8427,19240421,21.1
8428,19240521,28.4
8429,19240621,29.3
8430,19240721,26.7
8431,19240821,25.7
8432,19240921,28.7
8433,19241021,25.4
8434,19241121,21.3
8435,19241221,19.8
8436,19240122,19.3
8437,19240222,12.8
8438,19240322,18.6
8439,19240422,24.2
8440,19240522,28.5
8441,19240622,29.9
8442,19240722,24.8
8443,19240822,25.7
8444,19240922,26.5
8445,19241022,25.2
8446,19241122,22
8447,19241222,18.4
8448,19240123,19.2
8449,19240223,10.5
8450,19240323,19.3
8451,19240423,25.1
8452,19240523,28.6
8453,19240623,29.6
8454,19240723,26.3
8455,19240823,28.2
8456,19240923,26.8
8457,19241023,26.4
8458,19241123,21.9
8459,19241223,14.4
8460,19240124,17.6
8461,19240224,11.1
8462,19240324,20.7
8463,19240424,22.1
8464,19240524,28.8
8465,19240624,28.2
8466,19240724,26.9
8467,19240824,28.4
8468,19240924,27.4
8469,19241024,25
8470,19241124,20.4
8471,19241224,14.8
8472,19240125,12.5
8473,19240225,9.7
8474,19240325,21.3
8475,19240425,19.7
8476,19240525,29.2
8477,19240625,27.1
8478,19240725,28.6
8479,19240825,29
8480,19240925,27.9
8481,19241025,24.5
8482,19241125,20.8
8483,19241225,17.6
8484,19240126,10.3
8485,19240226,8.2
8486,19240326,22.2
8487,19240426,20.4
8488,19240526,29.3
8489,19240626,27.4
8490,19240726,28.3
8491,19240826,28.4
8492,19240926,27.5
8493,19241026,25.7
8494,19241126,22.2
8495,19241226,18
8496,19240127,10
8497,19240227,7.8
8498,19240327,22.5
8499,19240427,21.9
8500,19240527,29.6
8501,19240627,28.4
8502,19240727,24.9
8503,19240827,26.5
8504,19240927,27
8505,19241027,26
8506,19241127,22.9
8507,19241227,19.7
8508,19240128,12.2
8509,19240228,11.4
8510,19240328,23.2
8511,19240428,22.7
8512,19240528,29.5
8513,19240628,29.1
8514,19240728,24.9
8515,19240828,26.6
8516,19240928,26.3
8517,19241028,26.5
8518,19241128,21.9
8519,19241228,20.5
8520,19240129,10.3
8521,19240229,-999
8522,19240329,24.2
8523,19240429,23.8
8524,19240529,29.5
8525,19240629,29.5
8526,19240729,24.9
8527,19240829,26.8
8528,19240929,25.7
8529,19241029,25.6
8530,19241129,18.6
8531,19241229,20.5
8532,19240130,11.4
8533,19240230,-999
8534,19240330,22.9
8535,19240430,23.2
8536,19240530,27.8
8537,19240630,29.1
8538,19240730,25.1
8539,19240830,26.8
8540,19240930,25.3
8541,19241030,23.5
8542,19241130,18.1
8543,19241230,13.8
8544,19240131,11.5
8545,19240231,-999
8546,19240331,22.5
8547,19240431,-999
8548,19240531,26
8549,19240631,-999
8550,19240731,25.5
8551,19240831,26.9
8552,19240931,-999
8553,19241031,23.5
8554,19241131,-999
8555,19241231,7.7
8556,19250101,10.1
8557,19250201,14
8558,19250301,17
8559,19250401,22.4
8560,19250501,26.7
8561,19250601,27.6
8562,19250701,27.1
8563,19250801,27.5
8564,19250901,28.5
8565,19251001,25.9
8566,19251101,22.6
8567,19251201,16.7
8568,19250102,14.3
8569,19250202,10.7
8570,19250302,17.2
8571,19250402,23.8
8572,19250502,26.8
8573,19250602,28.2
8574,19250702,28.7
8575,19250802,28.5
8576,19250902,28.6
8577,19251002,27.3
8578,19251102,22.9
8579,19251202,16.7
8580,19250103,15.6
8581,19250203,13.4
8582,19250303,17.9
8583,19250403,18.6
8584,19250503,26.9
8585,19250603,28.2
8586,19250703,28.8
8587,19250803,27.6
8588,19250903,29.1
8589,19251003,27.6
8590,19251103,22.9
8591,19251203,18.6
8592,19250104,17.9
8593,19250204,15.5
8594,19250304,18.3
8595,19250404,15.2
8596,19250504,27
8597,19250604,29.6
8598,19250704,28.2
8599,19250804,28.9
8600,19250904,28.4
8601,19251004,26.5
8602,19251104,23.3
8603,19251204,16.3
8604,19250105,19.1
8605,19250205,17.3
8606,19250305,18.5
8607,19250405,14.9
8608,19250505,27.7
8609,19250605,26.5
8610,19250705,28.3
8611,19250805,28
8612,19250905,29
8613,19251005,25.2
8614,19251105,22.9
8615,19251205,15.8
8616,19250106,17.8
8617,19250206,18.3
8618,19250306,18.6
8619,19250406,15.7
8620,19250506,27.7
8621,19250606,27.1
8622,19250706,28
8623,19250806,28.5
8624,19250906,30
8625,19251006,25
8626,19251106,22.8
8627,19251206,15.9
8628,19250107,14.4
8629,19250207,18.8
8630,19250307,17.7
8631,19250407,16.5
8632,19250507,27.6
8633,19250607,24.9
8634,19250707,27.2
8635,19250807,28.6
8636,19250907,30.8
8637,19251007,26.4
8638,19251107,22.5
8639,19251207,14
8640,19250108,18
8641,19250208,21.7
8642,19250308,17.9
8643,19250408,17.6
8644,19250508,28.5
8645,19250608,25.7
8646,19250708,29
8647,19250808,27.1
8648,19250908,31.2
8649,19251008,25.7
8650,19251108,20.4
8651,19251208,13.5
8652,19250109,15.4
8653,19250209,20.4
8654,19250309,19.9
8655,19250409,19
8656,19250509,28.6
8657,19250609,27.2
8658,19250709,28.9
8659,19250809,26.4
8660,19250909,29.8
8661,19251009,25.3
8662,19251109,19.5
8663,19251209,15.1
8664,19250110,17.3
8665,19250210,16.2
8666,19250310,20.3
8667,19250410,20.3
8668,19250510,26.6
8669,19250610,28.3
8670,19250710,29.6
8671,19250810,25.7
8672,19250910,29.4
8673,19251010,22.8
8674,19251110,19.8
8675,19251210,15
8676,19250111,14.3
8677,19250211,12.2
8678,19250311,17.1
8679,19250411,19.2
8680,19250511,28.2
8681,19250611,28.9
8682,19250711,28.9
8683,19250811,26.3
8684,19250911,29.4
8685,19251011,22.3
8686,19251111,20.3
8687,19251211,14.3
8688,19250112,17.3
8689,19250212,10.9
8690,19250312,17.6
8691,19250412,20
8692,19250512,28.9
8693,19250612,26.9
