,date,meant
17445,19481028,24.2
17446,19481128,20.4
17447,19481228,13.3
17448,19480129,15.4
17449,19480229,-999
17450,19480329,20.5
17451,19480429,20.2
17452,19480529,25.8
17453,19480629,25.6
17454,19480729,28.4
17455,19480829,28.7
17456,19480929,28.2
17457,19481029,22.7
17458,19481129,20.4
17459,19481229,13.5
17460,19480130,11.7
17461,19480230,-999
17462,19480330,20.7
17463,19480430,21.6
17464,19480530,26.1
17465,19480630,24.4
17466,19480730,28.7
17467,19480830,25.7
17468,19480930,28.1
17469,19481030,20.7
17470,19481130,20
17471,19481230,12.1
17472,19480131,13
17473,19480231,-999
17474,19480331,20.3
17475,19480431,-999
17476,19480531,26.5
17477,19480631,-999
17478,19480731,28.8
17479,19480831,26.4
17480,19480931,-999
17481,19481031,19.7
17482,19481131,-999
17483,19481231,12.4
17484,19490101,12.8
17485,19490201,17.1
17486,19490301,16.9
17487,19490401,22.4
17488,19490501,25.8
17489,19490601,28.3
17490,19490701,29.1
17491,19490801,25.8
17492,19490901,27.7
17493,19491001,26.9
17494,19491101,19.7
17495,19491201,15.4
17496,19490102,13.5
17497,19490202,16.1
17498,19490302,9.6
17499,19490402,22.8
17500,19490502,27
17501,19490602,27.6
17502,19490702,29.6
17503,19490802,27.2
17504,19490902,27.8
17505,19491002,26.2
17506,19491102,20.5
17507,19491202,14.3
17508,19490103,13.1
17509,19490203,12.7
17510,19490303,12.7
17511,19490403,21.3
17512,19490503,27.1
17513,19490603,26
17514,19490703,29.8
17515,19490803,27.7
17516,19490903,25.3
17517,19491003,26.5
17518,19491103,20
17519,19491203,14.8
17520,19490104,13.8
17521,19490204,14.4
17522,19490304,17.3
17523,19490404,23.3
17524,19490504,23.5
17525,19490604,26.8
17526,19490704,29.7
17527,19490804,28.8
17528,19490904,26.4
17529,19491004,27.2
17530,19491104,20.3
17531,19491204,17.1
17532,19490105,15.2
17533,19490205,14.9
17534,19490305,19.1
17535,19490405,19.7
17536,19490505,23.8
17537,19490605,27.1
17538,19490705,29.5
17539,19490805,28.4
17540,19490905,27.4
17541,19491005,26.8
17542,19491105,22.3
17543,19491205,18.8
17544,19490106,15.6
17545,19490206,11.5
17546,19490306,20.4
17547,19490406,18.9
17548,19490506,24.4
17549,19490606,26
17550,19490706,29.7
17551,19490806,28.6
17552,19490906,28.3
17553,19491006,26.6
17554,19491106,21.3
17555,19491206,20.7
17556,19490107,16.5
17557,19490207,10.3
17558,19490307,19.5
17559,19490407,21
17560,19490507,26.7
17561,19490607,27.5
17562,19490707,28.7
17563,19490807,28.5
17564,19490907,29
17565,19491007,25.2
17566,19491107,19.2
17567,19491207,20.1
17568,19490108,16.7
17569,19490208,8.3
17570,19490308,20
17571,19490408,21.6
17572,19490508,24.5
17573,19490608,27.4
17574,19490708,26.8
17575,19490808,28.9
17576,19490908,27.8
17577,19491008,23.9
17578,19491108,18.1
17579,19491208,19.3
17580,19490109,18.3
17581,19490209,6.2
17582,19490309,21.2
17583,19490409,21.5
17584,19490509,23.4
17585,19490609,27.5
17586,19490709,25.7
17587,19490809,29.1
17588,19490909,25.9
17589,19491009,25.6
17590,19491109,17.7
17591,19491209,19.8
17592,19490110,19.2
17593,19490210,9.6
17594,19490310,22.5
17595,19490410,22.2
17596,19490510,25.9
17597,19490610,24.6
17598,19490710,24.6
17599,19490810,29.2
17600,19490910,27.6
17601,19491010,25.6
17602,19491110,15.7
17603,19491210,19.9
17604,19490111,18.9
17605,19490211,11.7
17606,19490311,22.9
17607,19490411,19.4
17608,19490511,27.7
17609,19490611,24.1
17610,19490711,26.8
17611,19490811,28.3
17612,19490911,28.3
17613,19491011,25.3
17614,19491111,13.4
17615,19491211,18.8
17616,19490112,19.1
17617,19490212,14.8
17618,19490312,23.7
17619,19490412,20.8
17620,19490512,25
17621,19490612,25.1
17622,19490712,27.5
17623,19490812,29.7
17624,19490912,27.5
17625,19491012,25.5
17626,19491112,15.4
17627,19491212,18.8
17628,19490113,18.1
17629,19490213,17.9
17630,19490313,24.3
17631,19490413,21.4
17632,19490513,21.1
17633,19490613,26.8
17634,19490713,28.3
17635,19490813,28.5
17636,19490913,27.6
17637,19491013,23.6
17638,19491113,17.8
17639,19491213,18.3
17640,19490114,14.5
17641,19490214,18.5
17642,19490314,24.1
17643,19490414,22.8
17644,19490514,23.3
17645,19490614,26
17646,19490714,28.1
17647,19490814,28.5
17648,19490914,27
17649,19491014,21.7
17650,19491114,17.5
17651,19491214,18.2
17652,19490115,14.7
17653,19490215,19.4
17654,19490315,24.3
17655,19490415,22.1
17656,19490515,25.1
17657,19490615,27.6
17658,19490715,28.2
17659,19490815,29
17660,19490915,26.7
17661,19491015,22.7
17662,19491115,15.6
17663,19491215,16.3
17664,19490116,13.4
17665,19490216,19.3
17666,19490316,20.2
17667,19490416,21.6
17668,19490516,24.6
17669,19490616,27.7
17670,19490716,28.4
17671,19490816,29.4
17672,19490916,25.8
17673,19491016,24
17674,19491116,12.7
17675,19491216,16.3
17676,19490117,13.3
17677,19490217,18.6
17678,19490317,20.7
17679,19490417,19.3
17680,19490517,24.7
17681,19490617,26.8
17682,19490717,28.5
17683,19490817,29.9
17684,19490917,25.2
17685,19491017,22.6
17686,19491117,13.5
17687,19491217,17.1
17688,19490118,14.1
17689,19490218,19.9
17690,19490318,19.5
17691,19490418,20.8
17692,19490518,25.2
17693,19490618,23.4
17694,19490718,28.6
17695,19490818,29.3
17696,19490918,23
17697,19491018,18.5
17698,19491118,14.8
17699,19491218,17.1
17700,19490119,15.3
17701,19490219,20.2
17702,19490319,21.2
17703,19490419,19.5
17704,19490519,26.2
17705,19490619,24.2
17706,19490719,29
17707,19490819,28.5
17708,19490919,22.9
17709,19491019,18.8
17710,19491119,16.2
17711,19491219,19
17712,19490120,16.8
17713,19490220,19.9
17714,19490320,22.6
17715,19490420,21.3
17716,19490520,26.4
17717,19490620,26.7
17718,19490720,27.9
17719,19490820,28.8
17720,19490920,25.4
17721,19491020,22.5
17722,19491120,17.5
17723,19491220,19.7
17724,19490121,16.9
17725,19490221,19.2
17726,19490321,22.3
17727,19490421,21.7
17728,19490521,28.7
17729,19490621,27
17730,19490721,28.6
17731,19490821,27.1
17732,19490921,26.5
17733,19491021,24.1
17734,19491121,18.1
17735,19491221,20.3
17736,19490122,17.9
17737,19490222,19.3
17738,19490322,13.7
17739,19490422,22.5
17740,19490522,28.9
17741,19490622,27.3
17742,19490722,28.4
17743,19490822,27.8
17744,19490922,24.1
17745,19491022,23.7
17746,19491122,18.3
17747,19491222,20.2
17748,19490123,18.1
17749,19490223,15.2
17750,19490323,13.4
17751,19490423,24.6
17752,19490523,29.1
17753,19490623,27.2
17754,19490723,25.7
17755,19490823,28.2
17756,19490923,24.4
17757,19491023,24.7
17758,19491123,20.3
17759,19491223,19.7
17760,19490124,10.2
17761,19490224,13
17762,19490324,16.5
17763,19490424,26.5
17764,19490524,29.3
17765,19490624,27.3
17766,19490724,26
17767,19490824,28
17768,19490924,26.6
17769,19491024,25.1
17770,19491124,21.2
17771,19491224,18.2
17772,19490125,5.5
17773,19490225,15.6
17774,19490325,17.9
17775,19490425,25.4
17776,19490525,27.7
17777,19490625,28.7
17778,19490725,27.2
17779,19490825,28.3
17780,19490925,27.8
17781,19491025,25.1
17782,19491125,19.4
17783,19491225,14.7
17784,19490126,2.8
17785,19490226,18.5
17786,19490326,18
17787,19490426,23.1
17788,19490526,26.8
17789,19490626,28.4
17790,19490726,28.1
17791,19490826,25.9
17792,19490926,25
17793,19491026,25.1
17794,19491126,17.8
17795,19491226,15.2
17796,19490127,4.2
17797,19490227,20.3
17798,19490327,19
17799,19490427,22.7
17800,19490527,25.9
17801,19490627,28.3
17802,19490727,24.4
17803,19490827,27.1
17804,19490927,25.8
17805,19491027,24.3
17806,19491127,14.6
17807,19491227,15.1
17808,19490128,5.4
17809,19490228,21.1
17810,19490328,21.3
17811,19490428,22.6
17812,19490528,26.2
17813,19490628,27.9
17814,19490728,25.5
17815,19490828,24.7
17816,19490928,24.8
17817,19491028,21.3
17818,19491128,12.8
17819,19491228,15.1
17820,19490129,8.5
17821,19490229,20.2
17822,19490329,20.4
17823,19490429,23.4
17824,19490529,25
17825,19490629,29.3
17826,19490729,26.8
17827,19490829,26.9
17828,19490929,26.6
17829,19491029,19.3
17830,19491129,12.5
17831,19491229,15.4
17832,19490130,12.7
17833,19490230,-999
17834,19490330,20.3
17835,19490430,23.5
17836,19490530,24.6
17837,19490630,28.7
17838,19490730,26.3
17839,19490830,27.4
17840,19490930,26.8
17841,19491030,18.1
17842,19491130,12.9
17843,19491230,18
17844,19490131,14.9
17845,19490231,-999
17846,19490331,20.9
17847,19490431,-999
17848,19490531,27.8
17849,19490631,-999
17850,19490731,26.3
17851,19490831,28.2
17852,19490931,-999
17853,19491031,18
17854,19491131,-999
17855,19491231,18.4
17856,19500101,14
17857,19500201,19.5
17858,19500301,17.7
17859,19500401,20.7
17860,19500501,20.7
17861,19500601,29.4
17862,19500701,27.6
17863,19500801,25.9
17864,19500901,27.1
17865,19501001,28.9
17866,19501101,23.4
17867,19501201,18.3
17868,19500102,15.2
17869,19500202,19.6
17870,19500302,18.2
17871,19500402,20.4
17872,19500502,23.7
17873,19500602,29.9
17874,19500702,27.5
17875,19500802,25.5
17876,19500902,27.6
17877,19501002,29
17878,19501102,24.6
17879,19501202,18.5
17880,19500103,12.4
17881,19500203,19.1
17882,19500303,18.6
17883,19500403,20.9
17884,19500503,24.7
17885,19500603,30
17886,19500703,28.5
17887,19500803,27
17888,19500903,27.6
17889,19501003,27.8
17890,19501103,23.6
17891,19501203,18.3
17892,19500104,10.4
17893,19500204,18.2
17894,19500304,18.9
17895,19500404,19
17896,19500504,24.4
17897,19500604,29.5
17898,19500704,29
17899,19500804,26.1
17900,19500904,28.4
17901,19501004,26.4
17902,19501104,22.3
17903,19501204,17.7
17904,19500105,9.4
17905,19500205,16
17906,19500305,20.9
17907,19500405,18.1
17908,19500505,26.1
17909,19500605,29.9
17910,19500705,29.6
17911,19500805,27.9
17912,19500905,28.2
17913,19501005,25.8
17914,19501105,22.1
17915,19501205,16.2
17916,19500106,7.8
17917,19500206,17
17918,19500306,15.8
17919,19500406,15.8
17920,19500506,27.3
17921,19500606,29.3
17922,19500706,29.5
17923,19500806,27.8
17924,19500906,29.5
17925,19501006,24.3
17926,19501106,22.9
17927,19501206,17.2
17928,19500107,7.1
17929,19500207,16.1
17930,19500307,16.8
17931,19500407,16.6
17932,19500507,26.4
17933,19500607,29.5
17934,19500707,28.9
17935,19500807,28.2
17936,19500907,28.7
17937,19501007,23.7
17938,19501107,23.7
17939,19501207,15.8
17940,19500108,8.3
17941,19500208,15.7
17942,19500308,18.1
17943,19500408,15.8
17944,19500508,25.9
17945,19500608,29
17946,19500708,29.3
17947,19500808,29.2
17948,19500908,26.4
17949,19501008,24.8
17950,19501108,25.2
17951,19501208,15.5
17952,19500109,8.2
17953,19500209,16.2
17954,19500309,19.7
17955,19500409,19
17956,19500509,24.4
17957,19500609,28.5
17958,19500709,29.9
17959,19500809,29.2
17960,19500909,26.9
17961,19501009,26.7
17962,19501109,24.6
17963,19501209,15.6
17964,19500110,11.7
17965,19500210,12.1
17966,19500310,20.7
17967,19500410,20.4
17968,19500510,25.3
17969,19500610,28.1
17970,19500710,26.6
17971,19500810,26.6
17972,19500910,27.5
17973,19501010,25.5
17974,19501110,23.1
17975,19501210,16.4
17976,19500111,14
17977,19500211,8.1
17978,19500311,22.4
17979,19500411,22.8
17980,19500511,26.1
17981,19500611,28.5
17982,19500711,27.1
17983,19500811,28.4
17984,19500911,28.3
17985,19501011,26.3
17986,19501111,23.3
17987,19501211,18
17988,19500112,13
17989,19500212,10.8
17990,19500312,23.1
17991,19500412,19.9
17992,19500512,27.7
17993,19500612,29.2
17994,19500712,27.7
17995,19500812,29.6
17996,19500912,28
17997,19501012,26.4
17998,19501112,25.2
17999,19501212,19.7
18000,19500113,11.7
18001,19500213,10.5
18002,19500313,21.8
18003,19500413,19.8
18004,19500513,28.3
18005,19500613,29.4
18006,19500713,26.2
18007,19500813,30.1
18008,19500913,28.8
18009,19501013,24.4
18010,19501113,24.6
18011,19501213,16.4
18012,19500114,13.1
18013,19500214,13.4
18014,19500314,21.6
18015,19500414,20
18016,19500514,24.7
18017,19500614,29.3
18018,19500714,24.9
18019,19500814,30
18020,19500914,29.2
18021,19501014,21.8
18022,19501114,19.1
18023,19501214,15.4
18024,19500115,12.6
18025,19500215,12.2
18026,19500315,16.6
18027,19500415,19.8
18028,19500515,22.2
18029,19500615,29.1
18030,19500715,27.6
18031,19500815,29.7
18032,19500915,29.3
18033,19501015,20.3
18034,19501115,19.9
18035,19501215,15
18036,19500116,11
18037,19500216,13.3
18038,19500316,17.5
18039,19500416,19.3
18040,19500516,23.4
18041,19500616,26.8
18042,19500716,27.9
18043,19500816,28.8
18044,19500916,27.4
18045,19501016,22.5
18046,19501116,18
18047,19501216,14
18048,19500117,11.7
18049,19500217,14.1
18050,19500317,18.5
18051,19500417,19.6
18052,19500517,27
18053,19500617,28.1
18054,19500717,28.9
18055,19500817,28.1
18056,19500917,28.7
18057,19501017,23.5
18058,19501117,17
18059,19501217,16
18060,19500118,12.9
18061,19500218,16.7
18062,19500318,18.6
18063,19500418,20.4
18064,19500518,28.2
18065,19500618,26.9
18066,19500718,29.7
18067,19500818,27
18068,19500918,28.8
18069,19501018,23.6
18070,19501118,14.1
18071,19501218,16.7
18072,19500119,14.3
18073,19500219,17.6
18074,19500319,18.8
18075,19500419,22.3
18076,19500519,28.3
18077,19500619,27.6
18078,19500719,29.3
18079,19500819,27.3
18080,19500919,27.9
18081,19501019,23.3
18082,19501119,15.2
18083,19501219,18.3
18084,19500120,14.3
18085,19500220,19.1
18086,19500320,20.8
18087,19500420,25.7
18088,19500520,28.6
18089,19500620,26.4
18090,19500720,29.2
18091,19500820,27.2
18092,19500920,25.7
18093,19501020,22.7
18094,19501120,18.2
18095,19501220,20.7
18096,19500121,15.1
18097,19500221,19.3
18098,19500321,21.6
18099,19500421,26
18100,19500521,28.3
18101,19500621,26.4
18102,19500721,29.8
18103,19500821,28.8
18104,19500921,25.3
18105,19501021,22.5
18106,19501121,20
18107,19501221,20
18108,19500122,16.1
18109,19500222,19.2
18110,19500322,22.5
18111,19500422,25.4
18112,19500522,28.9
18113,19500622,26.1
18114,19500722,30.1
18115,19500822,29.8
18116,19500922,25.8
18117,19501022,22.4
18118,19501122,20.3
18119,19501222,19
18120,19500123,17
18121,19500223,20.6
18122,19500323,14.5
18123,19500423,25.8
18124,19500523,26.2
18125,19500623,26.3
18126,19500723,29.3
18127,19500823,28.8
18128,19500923,27.1
18129,19501023,22.7
18130,19501123,17.4
18131,19501223,19.4
18132,19500124,18.3
18133,19500224,19.5
18134,19500324,14.4
18135,19500424,26.5
18136,19500524,24.2
18137,19500624,24.7
18138,19500724,29.6
18139,19500824,28.7
18140,19500924,27.7
18141,19501024,23.5
18142,19501124,16.8
18143,19501224,17.1
18144,19500125,17.7
18145,19500225,19.5
18146,19500325,16.3
18147,19500425,26.3
18148,19500525,28.3
18149,19500625,24.7
18150,19500725,29.8
18151,19500825,28.7
18152,19500925,27
18153,19501025,24.4
18154,19501125,17.4
18155,19501225,16
18156,19500126,17.2
18157,19500226,20
18158,19500326,15.3
18159,19500426,27.7
18160,19500526,29.1
18161,19500626,25
18162,19500726,29.8
18163,19500826,28.8
18164,19500926,27.9
18165,19501026,24.2
18166,19501126,18.2
18167,19501226,17.1
18168,19500127,17.9
18169,19500227,19.8
18170,19500327,16.4
18171,19500427,27.5
18172,19500527,28.1
18173,19500627,27.5
18174,19500727,28.8
18175,19500827,29.2
18176,19500927,27.4
18177,19501027,23.9
18178,19501127,17.7
18179,19501227,15.6
18180,19500128,17
18181,19500228,17.3
18182,19500328,17.1
18183,19500428,27.2
18184,19500528,28.6
18185,19500628,28.6
18186,19500728,27.9
18187,19500828,29.9
18188,19500928,26.2
18189,19501028,23.7
18190,19501128,17.3
18191,19501228,17
18192,19500129,17.4
18193,19500229,-999
18194,19500329,19.7
18195,19500429,26.9
18196,19500529,28.3
18197,19500629,29
18198,19500729,28.3
18199,19500829,28.3
18200,19500929,28.3
18201,19501029,23.7
18202,19501129,17.5
18203,19501229,18.1
18204,19500130,18.9
18205,19500230,-999
18206,19500330,19.9
18207,19500430,23.1
18208,19500530,29
18209,19500630,28.7
18210,19500730,29.2
18211,19500830,28.5
18212,19500930,28.7
18213,19501030,23.3
18214,19501130,17.4
18215,19501230,18.4
18216,19500131,19.3
18217,19500231,-999
18218,19500331,20.2
18219,19500431,-999
18220,19500531,29.2
18221,19500631,-999
18222,19500731,28.4
18223,19500831,27
18224,19500931,-999
18225,19501031,21.6
18226,19501131,-999
18227,19501231,19.5
18228,19510101,19.9
18229,19510201,18.4
18230,19510301,16.5
18231,19510401,20.3
18232,19510501,25.5
18233,19510601,25.3
18234,19510701,28.1
18235,19510801,28.6
18236,19510901,29.1
18237,19511001,26.5
18238,19511101,21.3
18239,19511201,10.3
18240,19510102,20.9
18241,19510202,12.8
18242,19510302,17.8
18243,19510402,21.4
18244,19510502,25.8
18245,19510602,24.7
18246,19510702,29.1
18247,19510802,28.8
18248,19510902,29.2
18249,19511002,26.2
18250,19511102,23.3
18251,19511202,10.1
18252,19510103,19.4
18253,19510203,11.1
18254,19510303,18
18255,19510403,23
18256,19510503,25.7
18257,19510603,25.9
18258,19510703,29.1
18259,19510803,26.9
18260,19510903,29.4
18261,19511003,25.5
18262,19511103,24.4
18263,19511203,11.8
18264,19510104,18
18265,19510204,10.6
18266,19510304,18.4
18267,19510404,24
18268,19510504,25.1
18269,19510604,25.8
18270,19510704,29.1
18271,19510804,27.4
18272,19510904,29.6
18273,19511004,24.7
18274,19511104,24.7
18275,19511204,13.8
18276,19510105,14.6
18277,19510205,13.5
18278,19510305,19.5
18279,19510405,24.9
18280,19510505,24.8
18281,19510605,26.6
18282,19510705,29.1
18283,19510805,28.3
18284,19510905,29.1
18285,19511005,22.8
18286,19511105,20.7
18287,19511205,13.5
18288,19510106,13.1
18289,19510206,15.9
18290,19510306,20.3
18291,19510406,15.6
18292,19510506,24.8
18293,19510606,27.7
18294,19510706,29.7
18295,19510806,27.1
18296,19510906,29
18297,19511006,24.6
18298,19511106,18.9
18299,19511206,15.1
18300,19510107,14.8
18301,19510207,17.8
18302,19510307,21.2
18303,19510407,13.5
18304,19510507,21.3
18305,19510607,27.6
18306,19510707,29.8
18307,19510807,26.9
18308,19510907,28.8
18309,19511007,24.6
18310,19511107,18.1
18311,19511207,17.4
18312,19510108,17.3
18313,19510208,20.5
18314,19510308,18.7
18315,19510408,13.1
18316,19510508,23.4
18317,19510608,27.1
18318,19510708,27.5
18319,19510808,29
18320,19510908,28
18321,19511008,25.9
18322,19511108,19.3
18323,19511208,14.6
18324,19510109,18.7
18325,19510209,22.5
18326,19510309,17.2
18327,19510409,15.1
18328,19510509,24.7
18329,19510609,24.4
18330,19510709,26.3
18331,19510809,29.1
18332,19510909,28.9
18333,19511009,26.6
18334,19511109,19.2
18335,19511209,12
18336,19510110,18
18337,19510210,22.4
18338,19510310,13.4
18339,19510410,16
18340,19510510,24.6
18341,19510610,23.1
18342,19510710,28.6
18343,19510810,27.8
18344,19510910,28.7
18345,19511010,26.5
18346,19511110,19.3
18347,19511210,11.1
18348,19510111,17.7
18349,19510211,22.6
18350,19510311,13.6
18351,19510411,17.1
18352,19510511,24.6
18353,19510611,23.8
18354,19510711,29.3
18355,19510811,26.4
18356,19510911,28.3
18357,19511011,26.5
18358,19511111,20.8
18359,19511211,14.4
18360,19510112,18.9
18361,19510212,19.3
18362,19510312,16.2
18363,19510412,18.7
18364,19510512,24.6
18365,19510612,24
18366,19510712,29.6
18367,19510812,25.4
18368,19510912,28.9
18369,19511012,25.8
18370,19511112,22.3
18371,19511212,17.4
18372,19510113,19.9
18373,19510213,11
18374,19510313,16.8
18375,19510413,20.1
18376,19510513,23.9
18377,19510613,25.1
18378,19510713,29.7
18379,19510813,26.2
18380,19510913,29.1
18381,19511013,25.7
18382,19511113,22
18383,19511213,18.9
18384,19510114,19.5
18385,19510214,6.4
18386,19510314,16.7
18387,19510414,21.1
18388,19510514,24.5
18389,19510614,27
18390,19510714,30
18391,19510814,28
18392,19510914,29.2
18393,19511014,26
18394,19511114,20.3
18395,19511214,19.6
18396,19510115,18.2
18397,19510215,6.2
18398,19510315,17
18399,19510415,22.8
18400,19510515,25.8
18401,19510615,28.1
18402,19510715,30.1
18403,19510815,27.8
18404,19510915,29.2
18405,19511015,27.4
18406,19511115,17.2
18407,19511215,19.2
18408,19510116,18
18409,19510216,6.7
18410,19510316,18.3
18411,19510416,24
18412,19510516,26.9
18413,19510616,26.3
18414,19510716,30.5
18415,19510816,27.6
18416,19510916,28.9
18417,19511016,27.1
18418,19511116,18.6
18419,19511216,12.6
18420,19510117,19.6
18421,19510217,7.1
18422,19510317,18.8
18423,19510417,23.2
18424,19510517,26.2
18425,19510617,27.8
18426,19510717,30.4
18427,19510817,28.3
18428,19510917,28.7
18429,19511017,27.2
18430,19511117,21.1
18431,19511217,9.4
18432,19510118,20.9
18433,19510218,9
18434,19510318,20.3
18435,19510418,23.6
18436,19510518,24.4
18437,19510618,29.1
18438,19510718,30.4
18439,19510818,28.5
18440,19510918,28.1
18441,19511018,26.6
18442,19511118,22
18443,19511218,11.6
18444,19510119,15.9
18445,19510219,10.9
18446,19510319,21.5
18447,19510419,23.3
18448,19510519,28.2
18449,19510619,29.1
18450,19510719,30.6
18451,19510819,28.5
18452,19510919,29.3
18453,19511019,26.6
18454,19511119,21.2
18455,19511219,14
18456,19510120,13.9
18457,19510220,12.9
18458,19510320,18.7
18459,19510420,24
18460,19510520,23
18461,19510620,27.3
18462,19510720,29.9
18463,19510820,29.3
18464,19510920,29.2
18465,19511020,27.4
18466,19511120,22.2
18467,19511220,14.7
18468,19510121,15.9
18469,19510221,14.1
18470,19510321,18.8
18471,19510421,24.3
18472,19510521,20.2
18473,19510621,27
18474,19510721,30.1
18475,19510821,29.4
18476,19510921,28.7
18477,19511021,27.3
18478,19511121,23.5
18479,19511221,13.9
18480,19510122,16.3
18481,19510222,15.8
18482,19510322,18.3
18483,19510422,19.5
18484,19510522,22.1
18485,19510622,25.8
18486,19510722,29.9
18487,19510822,29.5
18488,19510922,27.6
18489,19511022,26.4
18490,19511122,24.2
18491,19511222,14.2
18492,19510123,12.9
18493,19510223,16.2
18494,19510323,20.8
18495,19510423,19.4
18496,19510523,23.6
18497,19510623,27.7
18498,19510723,28
18499,19510823,29.7
18500,19510923,27.1
18501,19511023,25.6
18502,19511123,22.5
18503,19511223,16
18504,19510124,13.8
18505,19510224,17.2
18506,19510324,20.4
18507,19510424,18.8
18508,19510524,25.2
18509,19510624,28.1
18510,19510724,27.4
18511,19510824,28.2
18512,19510924,25
18513,19511024,25.2
18514,19511124,23.1
18515,19511224,13.4
18516,19510125,15.9
18517,19510225,17.7
18518,19510325,21
18519,19510425,19.9
18520,19510525,26.9
18521,19510625,28
18522,19510725,26.5
18523,19510825,28.8
18524,19510925,27.1
18525,19511025,25.3
18526,19511125,18.3
18527,19511225,14.1
18528,19510126,18.7
18529,19510226,19
18530,19510326,22.4
18531,19510426,21.5
18532,19510526,28.3
18533,19510626,27.9
18534,19510726,27.1
18535,19510826,28.8
18536,19510926,28
18537,19511026,24.5
18538,19511126,18
18539,19511226,15.1
18540,19510127,19.4
18541,19510227,15.2
18542,19510327,22.8
18543,19510427,22.6
18544,19510527,28.6
18545,19510627,28.3
18546,19510727,25.8
18547,19510827,27.3
18548,19510927,26.4
18549,19511027,23
18550,19511127,19.7
18551,19511227,15.3
18552,19510128,22
18553,19510228,14.9
18554,19510328,23.8
18555,19510428,22.5
18556,19510528,28.6
18557,19510628,26.7
18558,19510728,26.5
18559,19510828,25.9
18560,19510928,26.9
18561,19511028,20.8
18562,19511128,15.1
18563,19511228,16
18564,19510129,21.6
18565,19510229,-999
18566,19510329,24.9
18567,19510429,21.1
18568,19510529,26.2
18569,19510629,26.8
18570,19510729,28.1
18571,19510829,27.4
18572,19510929,26.1
18573,19511029,21.8
18574,19511129,15.6
18575,19511229,17.6
18576,19510130,21
18577,19510230,-999
18578,19510330,23.5
18579,19510430,22.6
18580,19510530,24.8
18581,19510630,29.1
18582,19510730,27.7
18583,19510830,28.3
18584,19510930,26.4
18585,19511030,20.7
18586,19511130,10.5
18587,19511230,17
18588,19510131,19.7
18589,19510231,-999
18590,19510331,22
18591,19510431,-999
18592,19510531,25.8
18593,19510631,-999
18594,19510731,29.5
18595,19510831,28.8
18596,19510931,-999
18597,19511031,22.6
18598,19511131,-999
18599,19511231,15.8
18600,19520101,17.6
18601,19520201,17.3
18602,19520301,10.4
18603,19520401,21
18604,19520501,21.9
18605,19520601,24.2
18606,19520701,28.9
18607,19520801,27.3
18608,19520901,29.4
18609,19521001,27.4
18610,19521101,22.1
18611,19521201,14.5
18612,19520102,18.1
18613,19520202,17.7
18614,19520302,8
18615,19520402,22.7
18616,19520502,23
18617,19520602,24.1
18618,19520702,29.8
18619,19520802,24.9
18620,19520902,27.5
18621,19521002,27.9
18622,19521102,22.5
18623,19521202,16.1
18624,19520103,16.6
18625,19520203,18
18626,19520303,7.3
18627,19520403,17
18628,19520503,22.5
18629,19520603,25.5
18630,19520703,27.7
18631,19520803,27.2
18632,19520903,28.2
18633,19521003,25.9
18634,19521103,22.9
18635,19521203,17.1
18636,19520104,17
18637,19520204,17.6
18638,19520304,9.7
18639,19520404,16.3
18640,19520504,24.2
18641,19520604,27.6
18642,19520704,28.2
18643,19520804,27.5
18644,19520904,28.6
18645,19521004,26.2
18646,19521104,22.9
18647,19521204,16.1
18648,19520105,18.9
18649,19520205,15.8
18650,19520305,13.2
18651,19520405,17.6
18652,19520505,26
18653,19520605,25
18654,19520705,27.1
18655,19520805,27.9
18656,19520905,28
18657,19521005,25.2
18658,19521105,24.1
18659,19521205,14.3
18660,19520106,18.2
18661,19520206,15.1
18662,19520306,12.8
18663,19520406,17.1
18664,19520506,25.7
18665,19520606,24.9
18666,19520706,28.6
18667,19520806,28.7
18668,19520906,26.9
18669,19521006,26.7
18670,19521106,23.7
18671,19521206,13.7
18672,19520107,19.4
18673,19520207,15.4
18674,19520307,11.5
18675,19520407,16.8
18676,19520507,26.5
18677,19520607,25.3
18678,19520707,29.3
18679,19520807,28.5
18680,19520907,28.2
18681,19521007,27.1
18682,19521107,22.8
18683,19521207,14.3
18684,19520108,18.2
18685,19520208,18.1
18686,19520308,15.8
18687,19520408,16.9
18688,19520508,27.3
18689,19520608,26.5
18690,19520708,28.5
18691,19520808,27.1
18692,19520908,29.3
18693,19521008,27
18694,19521108,20.1
18695,19521208,15.2
18696,19520109,19.9
18697,19520209,18.6
18698,19520309,18.6
18699,19520409,17.3
18700,19520509,26
18701,19520609,24.8
18702,19520709,27.4
18703,19520809,26.5
18704,19520909,29.5
18705,19521009,27.1
18706,19521109,20.6
18707,19521209,15.9
18708,19520110,15.7
18709,19520210,18.4
18710,19520310,20.5
18711,19520410,19.4
18712,19520510,25.2
18713,19520610,25.4
18714,19520710,27.5
18715,19520810,27.1
18716,19520910,29.2
18717,19521010,26.6
18718,19521110,18.7
18719,19521210,15.3
18720,19520111,10.4
18721,19520211,16
18722,19520311,19.7
18723,19520411,20.3
18724,19520511,24.4
18725,19520611,25.8
18726,19520711,26.1
18727,19520811,28.4
18728,19520911,29.5
18729,19521011,26.8
18730,19521111,19.5
18731,19521211,17.5
18732,19520112,7.4
18733,19520212,16
18734,19520312,17.9
18735,19520412,17.7
18736,19520512,23.2
18737,19520612,25.3
18738,19520712,28.2
18739,19520812,28.5
18740,19520912,29.6
